case,texture,iterations,intra_chart_collision_rate,inter_chart_overlap_rate,uv_foldover_rate,atlas_occupancy,padding_violation_rate,initial_chart_seam_energy,chart_seam_energy,seam_change_pct,initial_chart_seam_raw_energy,chart_seam_raw_energy,surface_gradient_energy,source_uv_seam_energy,source_uv_seam_ratio,source_texel_density_cv,initial_chart_seam_excess_ratio,chart_seam_excess_ratio,uv_distortion,reference_gradient_retention,multiview_descriptor_std,adjacent_view_patch_consistency,overlap_aware_patch_consistency,patch_match_distance,lab_mean_distance,lab_covariance_distance,automatic_gates_pass
bicycle_checker,checker,150,0.00880827009677887,0.0,0.000640869140625,0.6681795120239258,0.0,0.03831294924020767,0.007250634487718344,-81.0752379247559,0.04120754450559616,0.012896246276795864,0.006197577342391014,0.0010195435024797916,1.98427414894104,0.14116334915161133,0.9297556964357487,0.562228289697318,0.009720681235194206,1.1518030166625977,0.006851078476756811,0.3548406186428937,0.8302529454231262,1.1321204006671906,0.040503105226283274,0.022831815915803116,True
bicycle_gradient,gradient,150,0.008802216500043869,0.0,0.0006103515625,0.6681795120239258,0.0,0.000986069324426353,0.001022495562210679,3.694084876387072,0.0011188304051756859,0.002015746897086501,0.0010557149071246386,0.000850689597427845,1.6612330675125122,0.1385718435049057,0.8813394057444427,0.5072539432845279,0.0074834320694208145,1.8124096393585205,0.008226108737289906,0.33545485545288434,0.816490638256073,1.4501955807209015,0.2244421181579431,0.058046315175791584,True
bicycle_orientation,orientation,150,0.008570154197514057,0.0,0.000701904296875,0.6681795120239258,0.0,0.03777119144797325,0.005042658653110266,-86.64945833107723,0.04140982776880264,0.010270876809954643,0.0061792731285095215,0.0009814109653234482,1.9144814014434814,0.1386653333902359,0.9121310926202241,0.4909667155410595,0.009571968577802181,1.0383771657943726,0.007829844951629639,0.3678510216149417,0.8321817874908447,1.1065878172715504,0.02293588702256481,0.01024706568568945,True
bicycle_sunflower,sunflower,150,0.008862754330039024,0.0,0.000579833984375,0.6681795120239258,0.0,0.02518490143120289,0.010647987015545368,-57.72075167880934,0.0274118073284626,0.015043375082314014,0.004471419379115105,0.0010138389188796282,1.9772353172302246,0.13834042847156525,0.9187610699806925,0.7078190204845617,0.00892642606049776,1.227101445198059,0.007477339822798967,0.3581800027327104,0.8286623358726501,0.9577696025371552,0.05846634802098075,0.010303554338558266,True
stump_checker,checker,150,0.014908657409250736,0.0,0.000640869140625,0.5637389421463013,0.013152589090168476,0.059443749487400055,0.020559754222631454,-65.4130932185067,0.09157808125019073,0.07019129395484924,0.05590537562966347,0.017301006242632866,6.549972057342529,0.04906080290675163,0.6491045529224412,0.29291031785019633,0.007605713326483965,1.1661157608032227,0.006191307213157415,0.5530478017670768,0.6828620902129582,1.2018350660800934,0.033365388750098646,0.02868298743851483,True
bulldozer_gradient,gradient,150,0.013813354074954987,0.0,0.000152587890625,0.5377359390258789,0.01830355077981949,0.012050365097820759,0.00452431570738554,-62.454949118481586,0.021099720150232315,0.020126694813370705,0.015274464152753353,0.036768458783626556,4.201638221740723,0.2603740692138672,0.5711149253175323,0.2247917876898454,0.0022111821454018354,1.4016578197479248,0.004850929602980614,0.3950234481266567,0.5563662265028272,1.3314985483884811,0.09903559181839228,0.015716644003987312,True
